51.190670,4.399222,51.238525,4.816091,1507
-123.6,46.8,-123.9,48.0,1507
-123.6,46.8,-123.9,48.0,1507
-123.6,46.8,-123.9,48.0,1507
-123.9,47.7,-123.9,47.4,1507
-123.9,47.7,-123.9,47.1,1507
-123.9,47.7,-123.9,46.8,1507
-123.9,47.7,-124.2,47.7,1507
-123.9,47.7,-124.2,47.4,1507
-123.9,47.7,-124.2,47.1,1507
-123.9,47.7,-124.2,48.3,1507
-123.9,47.7,-124.2,48.0,1507
-123.9,47.7,-124.5,48.3,1507
-123.9,47.7,-124.5,48.0,1507
-123.9,47.7,-124.5,47.7,1507
-123.9,47.7,-123.3,48.0,1507
-123.9,47.7,-123.3,47.7,1507
-123.9,47.7,-123.3,47.4,1507
-123.9,47.7,-123.3,47.1,1507
-123.9,47.7,-123.3,46.8,1507
-123.9,47.7,-122.7,48.0,1507
-123.9,47.7,-122.7,47.7,1507
-123.9,47.7,-122.7,47.4,1507
-123.9,47.7,-123.6,48.0,1507
-123.9,47.7,-123.6,47.7,1507
-123.9,47.7,-123.6,47.4,1507
-123.9,47.7,-123.0,48.3,1507
-123.9,47.7,-124.8,48.0,1507
-123.9,47.7,-123.0,48.0,1507
-123.9,47.7,-123.0,47.7,1507
-123.9,47.7,-123.0,47.4,1507
-123.9,47.7,-123.6,47.1,1507
-123.9,47.7,-123.6,46.8,1507
-123.9,47.7,-123.9,48.0,1507
-123.9,47.4,-123.9,47.1,1507
-123.9,47.4,-123.9,46.8,1507
-123.9,47.4,-124.2,47.7,1507
-123.9,47.4,-124.2,47.4,1507
-123.9,47.4,-124.2,47.1,1507
-123.9,47.4,-124.2,48.3,1507
-123.9,47.4,-124.2,48.0,1507
-123.9,47.4,-124.5,48.3,1507
-123.9,47.4,-124.5,48.0,1507
-123.9,47.4,-124.5,47.7,1507
-123.9,47.4,-123.3,48.0,1507
-123.9,47.4,-123.3,47.7,1507
-123.9,47.4,-123.3,47.4,1507
-123.9,47.4,-123.3,47.1,1507
-123.9,47.4,-123.3,46.8,1507
-123.9,47.4,-122.7,48.0,1507
-123.9,47.4,-122.7,47.7,1507
-123.9,47.4,-122.7,47.4,1507
-123.9,47.4,-123.6,48.0,1507
-123.9,47.4,-123.6,47.7,1507
-123.9,47.4,-123.6,47.4,1507
-123.9,47.4,-123.0,48.3,1507
-123.9,47.4,-124.8,48.0,1507
-123.9,47.4,-123.0,48.0,1507
-123.9,47.4,-123.0,47.7,1507
-123.9,47.4,-123.0,47.4,1507
-123.9,47.4,-123.6,47.1,1507
-123.9,47.4,-123.6,46.8,1507
-123.9,47.4,-123.9,48.0,1507
-123.9,47.1,-123.9,46.8,1507
-123.9,47.1,-124.2,47.7,1507
-123.9,47.1,-124.2,47.4,1507
-123.9,47.1,-124.2,47.1,1507
-123.9,47.1,-124.2,48.3,1507
-123.9,47.1,-124.2,48.0,1507
-123.9,47.1,-124.5,48.3,1507
-123.9,47.1,-124.5,48.0,1507
-123.9,47.1,-124.5,47.7,1507
-123.9,47.1,-123.3,48.0,1507
-123.9,47.1,-123.3,47.7,1507
-123.9,47.1,-123.3,47.4,1507
-123.9,47.1,-123.3,47.1,1507
-123.9,47.1,-123.3,46.8,1507
-123.9,47.1,-122.7,48.0,1507
-123.9,47.1,-122.7,47.7,1507
-123.9,47.1,-122.7,47.4,1507
-123.9,47.1,-123.6,48.0,1507
-123.9,47.1,-123.6,47.7,1507
-123.9,47.1,-123.6,47.4,1507
-123.9,47.1,-123.0,48.3,1507
-123.9,47.1,-124.8,48.0,1507
-123.9,47.1,-123.0,48.0,1507
-123.9,47.1,-123.0,47.7,1507
-123.9,47.1,-123.0,47.4,1507
-123.9,47.1,-123.6,47.1,1507
-123.9,47.1,-123.6,46.8,1507
-123.9,47.1,-123.9,48.0,1507
-123.9,46.8,-124.2,47.7,1507
-123.9,46.8,-124.2,47.4,1507
-123.9,46.8,-124.2,47.1,1507
-123.9,46.8,-124.2,48.3,1507
-123.9,46.8,-124.2,48.0,1507
-123.9,46.8,-124.5,48.3,1507
-123.9,46.8,-124.5,48.0,1507
-123.9,46.8,-124.5,47.7,1507
-123.9,46.8,-123.3,48.0,1507
-123.9,46.8,-123.3,47.7,1507
-123.9,46.8,-123.3,47.4,1507
-123.9,46.8,-123.3,47.1,1507
-123.9,46.8,-123.3,46.8,1507
-123.9,46.8,-122.7,48.0,1507
-123.9,46.8,-122.7,47.7,1507
-123.9,46.8,-122.7,47.4,1507
-123.9,46.8,-123.6,48.0,1507
-123.9,46.8,-123.6,47.7,1507
-123.9,46.8,-123.6,47.4,1507
-123.9,46.8,-123.0,48.3,1507
-123.9,46.8,-124.8,48.0,1507
-123.9,46.8,-123.0,48.0,1507
-123.9,46.8,-123.0,47.7,1507
-123.9,46.8,-123.0,47.4,1507
-123.9,46.8,-123.6,47.1,1507
-123.9,46.8,-123.6,46.8,1507
-123.9,46.8,-123.9,48.0,1507
-124.2,47.7,-124.2,47.4,1507
-124.2,47.7,-124.2,47.1,1507
-124.2,47.7,-124.2,48.3,1507
-124.2,47.7,-124.2,48.0,1507
-124.2,47.7,-124.5,48.3,1507
-124.2,47.7,-124.5,48.0,1507
-124.2,47.7,-124.5,47.7,1507
-124.2,47.7,-123.3,48.0,1507
-124.2,47.7,-123.3,47.7,1507
-124.2,47.7,-123.3,47.4,1507
-124.2,47.7,-123.3,47.1,1507
-124.2,47.7,-123.3,46.8,1507
-124.2,47.7,-122.7,48.0,1507
-124.2,47.7,-122.7,47.7,1507
-124.2,47.7,-122.7,47.4,1507
-124.2,47.7,-123.6,48.0,1507
-124.2,47.7,-123.6,47.7,1507
-124.2,47.7,-123.6,47.4,1507
-124.2,47.7,-123.0,48.3,1507
-124.2,47.7,-124.8,48.0,1507
-124.2,47.7,-123.0,48.0,1507
-124.2,47.7,-123.0,47.7,1507
-124.2,47.7,-123.0,47.4,1507
-124.2,47.7,-123.6,47.1,1507
-124.2,47.7,-123.6,46.8,1507
-124.2,47.7,-123.9,48.0,1507
-124.2,47.4,-124.2,47.1,1507
-124.2,47.4,-124.2,48.3,1507
-124.2,47.4,-124.2,48.0,1507
-124.2,47.4,-124.5,48.3,1507
-124.2,47.4,-124.5,48.0,1507
-124.2,47.4,-124.5,47.7,1507
-124.2,47.4,-123.3,48.0,1507
-124.2,47.4,-123.3,47.7,1507
-124.2,47.4,-123.3,47.4,1507
-124.2,47.4,-123.3,47.1,1507
-124.2,47.4,-123.3,46.8,1507
-124.2,47.4,-122.7,48.0,1507
-124.2,47.4,-122.7,47.7,1507
-124.2,47.4,-122.7,47.4,1507
-124.2,47.4,-123.6,48.0,1507
-124.2,47.4,-123.6,47.7,1507
-124.2,47.4,-123.6,47.4,1507
-124.2,47.4,-123.0,48.3,1507
-124.2,47.4,-124.8,48.0,1507
-124.2,47.4,-123.0,48.0,1507
-124.2,47.4,-123.0,47.7,1507
-124.2,47.4,-123.0,47.4,1507
-124.2,47.4,-123.6,47.1,1507
-124.2,47.4,-123.6,46.8,1507
-124.2,47.4,-123.9,48.0,1507
-124.2,47.1,-124.2,48.3,1507
-124.2,47.1,-124.2,48.0,1507
-124.2,47.1,-124.5,48.3,1507
-124.2,47.1,-124.5,48.0,1507
-124.2,47.1,-124.5,47.7,1507
-124.2,47.1,-123.3,48.0,1507
-124.2,47.1,-123.3,47.7,1507
-124.2,47.1,-123.3,47.4,1507
-124.2,47.1,-123.3,47.1,1507
-124.2,47.1,-123.3,46.8,1507
-124.2,47.1,-122.7,48.0,1507
-124.2,47.1,-122.7,47.7,1507
-124.2,47.1,-122.7,47.4,1507
-124.2,47.1,-123.6,48.0,1507
-124.2,47.1,-123.6,47.7,1507
-124.2,47.1,-123.6,47.4,1507
-124.2,47.1,-123.0,48.3,1507
-124.2,47.1,-124.8,48.0,1507
-124.2,47.1,-123.0,48.0,1507
-124.2,47.1,-123.0,47.7,1507
-124.2,47.1,-123.0,47.4,1507
-124.2,47.1,-123.6,47.1,1507
-124.2,47.1,-123.6,46.8,1507
-124.2,47.1,-123.9,48.0,1507
-124.2,48.3,-124.2,48.0,1507
-124.2,48.3,-124.5,48.3,1507
-124.2,48.3,-124.5,48.0,1507
-124.2,48.3,-124.5,47.7,1507
-124.2,48.3,-123.3,48.0,1507
-124.2,48.3,-123.3,47.7,1507
-124.2,48.3,-123.3,47.4,1507
-124.2,48.3,-123.3,47.1,1507
-124.2,48.3,-123.3,46.8,1507
-124.2,48.3,-122.7,48.0,1507
-124.2,48.3,-122.7,47.7,1507
-124.2,48.3,-122.7,47.4,1507
-124.2,48.3,-123.6,48.0,1507
-124.2,48.3,-123.6,47.7,1507
-124.2,48.3,-123.6,47.4,1507
-124.2,48.3,-123.0,48.3,1507
-124.2,48.3,-124.8,48.0,1507
-124.2,48.3,-123.0,48.0,1507
-124.2,48.3,-123.0,47.7,1507
-124.2,48.3,-123.0,47.4,1507
-124.2,48.3,-123.6,47.1,1507
-124.2,48.3,-123.6,46.8,1507
-124.2,48.3,-123.9,48.0,1507
-124.2,48.0,-124.5,48.3,1507
-124.2,48.0,-124.5,48.0,1507
-124.2,48.0,-124.5,47.7,1507
-124.2,48.0,-123.3,48.0,1507
-124.2,48.0,-123.3,47.7,1507
-124.2,48.0,-123.3,47.4,1507
-124.2,48.0,-123.3,47.1,1507
-124.2,48.0,-123.3,46.8,1507
-124.2,48.0,-122.7,48.0,1507
-124.2,48.0,-122.7,47.7,1507
-124.2,48.0,-122.7,47.4,1507
-124.2,48.0,-123.6,48.0,1507
-124.2,48.0,-123.6,47.7,1507
-124.2,48.0,-123.6,47.4,1507
-124.2,48.0,-123.0,48.3,1507
-124.2,48.0,-124.8,48.0,1507
-124.2,48.0,-123.0,48.0,1507
-124.2,48.0,-123.0,47.7,1507
-124.2,48.0,-123.0,47.4,1507
-124.2,48.0,-123.6,47.1,1507
-124.2,48.0,-123.6,46.8,1507
-124.2,48.0,-123.9,48.0,1507
-124.5,48.3,-124.5,48.0,1507
-124.5,48.3,-124.5,47.7,1507
-124.5,48.3,-123.3,48.0,1507
-124.5,48.3,-123.3,47.7,1507
-124.5,48.3,-123.3,47.4,1507
-124.5,48.3,-123.3,47.1,1507
-124.5,48.3,-123.3,46.8,1507
-124.5,48.3,-122.7,48.0,1507
-124.5,48.3,-122.7,47.7,1507
-124.5,48.3,-122.7,47.4,1507
-124.5,48.3,-123.6,48.0,1507
-124.5,48.3,-123.6,47.7,1507
