X;Y;GEOID;
-122.22;47.55;0
-122.22;47.565;1
-122.22;47.58;2
-122.22;47.595;3
-122.22;47.61;4
-122.445;47.295;5
-122.445;47.31;6
-122.445;47.325;7
-122.295;47.505;8
-122.295;47.52;9
-122.295;47.535;10
-122.295;47.55;11
-122.295;47.565;12
-122.295;47.58;13
-122.295;47.595;14
-122.295;47.61;15
-122.295;47.385;16
-122.295;47.4;17
-122.295;47.415;18
-122.295;47.43;19
-122.295;47.445;20
-122.295;47.46;21
-122.295;47.475;22
-122.28;47.31;23
-122.31;47.52;24
-122.31;47.535;25
-122.31;47.55;26
-122.31;47.565;27
-122.31;47.58;28
-122.31;47.595;29
-122.31;47.61;30
-122.31;47.4;31
-122.31;47.415;32
-122.31;47.43;33
-122.31;47.445;34
-122.31;47.46;35
-122.31;47.475;36
-122.295;47.295;37
-122.295;47.31;38
-122.295;47.325;39
-122.295;47.34;40
-122.295;47.37;41
-122.265;47.475;42
-122.265;47.49;43
-122.265;47.505;44
-122.265;47.52;45
-122.265;47.535;46
-122.265;47.55;47
-122.265;47.565;48
-122.265;47.58;49
-122.265;47.385;50
-122.265;47.4;51
-122.265;47.415;52
-122.265;47.43;53
-122.265;47.445;54
-122.49;47.31;55
-122.265;47.46;56
-122.265;47.595;57
-122.265;47.61;58
-122.28;47.49;59
-122.28;47.505;60
-122.28;47.52;61
-122.28;47.535;62
-122.28;47.55;63
-122.28;47.565;64
-122.28;47.58;65
-122.28;47.595;66
-122.28;47.37;67
-122.28;47.385;68
-122.28;47.4;69
-122.28;47.415;70
-122.28;47.43;71
-122.28;47.445;72
-122.28;47.46;73
-122.28;47.475;74
-122.115;47.565;75
-122.115;47.58;76
-122.115;47.595;77
-122.115;47.61;78
-122.115;47.625;79
-122.115;47.64;80
-122.34;47.31;81
-122.34;47.325;82
-122.34;47.34;83
-122.34;47.355;84
-122.34;47.37;85
-122.115;47.52;86
-122.34;47.385;87
-122.115;47.535;88
-122.34;47.4;89
-122.115;47.55;90
-122.34;47.25;91
-122.34;47.265;92
-122.34;47.28;93
-122.34;47.295;94
-122.13;47.58;95
-122.13;47.595;96
-122.13;47.61;97
-122.13;47.625;98
-122.355;47.325;99
-122.13;47.475;100
-122.355;47.34;101
-122.355;47.355;102
-122.355;47.37;103
-122.13;47.52;104
-122.13;47.535;105
-122.355;47.4;106
-122.13;47.55;107
-122.13;47.565;108
-122.355;47.265;109
-122.355;47.28;110
-122.355;47.295;111
-122.355;47.31;112
-122.325;47.535;113
-122.085;47.535;114
-122.325;47.415;115
-122.325;47.43;116
-122.085;47.61;117
-122.085;47.625;118
-122.325;47.52;119
-122.31;47.28;120
-122.31;47.295;121
-122.31;47.31;122
-122.31;47.325;123
-122.31;47.34;124
-122.31;47.355;125
-122.31;47.37;126
-122.085;47.52;127
-122.31;47.385;128
-122.31;47.265;129
-122.1;47.565;130
-122.1;47.58;131
-122.1;47.595;132
-122.1;47.61;133
-122.1;47.625;134
-122.325;47.295;135
-122.325;47.31;136
-122.325;47.325;137
-122.325;47.34;138
-122.325;47.355;139
-122.325;47.37;140
-122.1;47.52;141
-122.325;47.385;142
-122.1;47.535;143
-122.325;47.4;144
-122.325;47.265;145
-122.325;47.28;146
-122.175;47.4;147
-122.175;47.415;148
-122.175;47.43;149
-122.175;47.445;150
-122.175;47.46;151
-122.175;47.475;152
-122.175;47.49;153
-122.175;47.625;154
-122.175;47.64;155
-122.175;47.505;156
-122.175;47.52;157
-122.175;47.535;158
-122.175;47.55;159
-122.175;47.565;160
-122.175;47.58;161
-122.175;47.595;162
-122.175;47.61;163
-122.19;47.4;164
-122.4;47.25;165
-122.19;47.415;166
-122.4;47.265;167
-122.19;47.43;168
-122.4;47.28;169
-122.19;47.445;170
-122.4;47.295;171
-122.19;47.46;172
-122.4;47.31;173
-122.19;47.475;174
-122.4;47.325;175
-122.19;47.49;176
-122.4;47.34;177
-122.19;47.505;178
-122.415;47.25;179
-122.19;47.64;180
-122.19;47.52;181
-122.19;47.535;182
-122.19;47.55;183
-122.19;47.565;184
-122.19;47.58;185
-122.19;47.595;186
-122.19;47.61;187
-122.19;47.625;188
-122.415;47.265;189
-122.415;47.28;190
-122.415;47.295;191
-122.415;47.31;192
-122.415;47.325;193
-122.415;47.34;194
-122.145;47.595;195
-122.145;47.61;196
-122.145;47.625;197
-122.145;47.64;198
-122.145;47.655;199
-122.145;47.475;200
-122.37;47.34;201
-122.145;47.49;202
-122.37;47.355;203
-122.145;47.505;204
-122.145;47.52;205
-122.145;47.535;206
-122.145;47.55;207
-122.145;47.565;208
-122.145;47.58;209
-122.16;47.4;210
-122.37;47.25;211
-122.16;47.415;212
-122.37;47.265;213
-122.37;47.28;214
-122.16;47.445;215
-122.37;47.295;216
-122.16;47.46;217
-122.37;47.31;218
-122.16;47.475;219
-122.37;47.325;220
-122.16;47.61;221
-122.16;47.625;222
-122.16;47.64;223
-122.16;47.655;224
-122.16;47.49;225
-122.385;47.355;226
-122.16;47.505;227
-122.16;47.52;228
-122.16;47.535;229
-122.16;47.55;230
-122.16;47.565;231
-122.16;47.58;232
-122.16;47.595;233
-122.235;47.445;234
-122.235;47.46;235
-122.385;47.25;236
-122.235;47.475;237
-122.385;47.265;238
-122.235;47.49;239
-122.385;47.28;240
-122.235;47.505;241
-122.385;47.295;242
-122.235;47.52;243
-122.385;47.31;244
-122.235;47.535;245
-122.385;47.325;246
-122.235;47.55;247
-122.385;47.34;248
-122.235;47.37;249
-122.235;47.385;250
-122.235;47.4;251
-122.235;47.415;252
-122.235;47.43;253
-122.46;47.295;254
-122.235;47.565;255
-122.235;47.58;256
-122.235;47.595;257
-122.25;47.46;258
-122.46;47.31;259
-122.25;47.475;260
-122.25;47.49;261
-122.25;47.505;262
-122.25;47.52;263
-122.25;47.535;264
-122.25;47.55;265
-122.25;47.565;266
-122.25;47.355;267
-122.25;47.385;268
-122.25;47.4;269
-122.25;47.415;270
-122.25;47.43;271
-122.25;47.445;272
-122.475;47.31;273
-122.25;47.58;274
-122.25;47.595;275
-122.205;47.415;276
-122.205;47.43;277
-122.205;47.445;278
-122.205;47.46;279
-122.205;47.475;280
-122.205;47.49;281
-122.205;47.505;282
-122.205;47.52;283
-122.205;47.37;284
-122.43;47.235;285
-122.205;47.385;286
-122.43;47.25;287
-122.205;47.4;288
-122.43;47.265;289
-122.205;47.535;290
-122.205;47.55;291
-122.205;47.565;292
-122.205;47.58;293
-122.205;47.595;294
-122.205;47.61;295
-122.205;47.625;296
-122.205;47.64;297
-122.22;47.43;298
-122.22;47.445;299
-122.43;47.28;300
-122.22;47.46;301
-122.43;47.295;302
-122.22;47.475;303
-122.43;47.31;304
-122.22;47.49;305
-122.43;47.325;306
-122.22;47.505;307
-122.22;47.52;308
-122.22;47.535;309
-122.22;47.37;310
-122.22;47.385;311
-122.22;47.4;312
-122.22;47.415;313
